Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     30.14     0.00      181     0.00     0.00  std::_Hashtable<std::string, std::pair<std::string const, std::string>, std::allocator<std::pair<std::string const, std::string> >, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*, std::string const&, unsigned int) const
  0.00     30.14     0.00      181     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(std::string const&) const
  0.00     30.14     0.00      180     0.00     0.00  MyStg2nd::GameBeginningScene::processBehavior()
  0.00     30.14     0.00      176     0.00     0.00  _book_unquantize
  0.00     30.14     0.00      176     0.00     0.00  _make_words
  0.00     30.14     0.00      176     0.00     0.00  vorbis_book_clear
  0.00     30.14     0.00      176     0.00     0.00  vorbis_book_init_decode
  0.00     30.14     0.00      175     0.00     0.00  GgafDx9Core::GgafDx9StringBoardActor::update(char const*)
  0.00     30.14     0.00      174     0.00     0.00  GgafCore::GgafMainActor::addSubGroup(GgafCore::GgafMainActor*)
  0.00     30.14     0.00      174     0.00     0.00  GgafCore::GgafMainActor::addSubGroup(unsigned int, GgafCore::GgafMainActor*)
  0.00     30.14     0.00      174     0.00     0.00  GgafCore::GgafMainActor::getLordActor()
  0.00     30.14     0.00      174     0.00     0.00  GgafCore::GgafMainActor::getSubGroupActor(unsigned int)
  0.00     30.14     0.00      173     0.00     0.00  MyStg2nd::GameTitleScene::processFinal()
  0.00     30.14     0.00      173     0.00     0.00  MyStg2nd::GameTitleScene::processBehavior()
  0.00     30.14     0.00      164     0.00     0.00  GgafCore::GgafActorDispatcher::processReset()
  0.00     30.14     0.00      159     0.00     0.00  GgafDx9Core::GgafDx9GeometricScaler::forceScaleRange(int, int, int)
  0.00     30.14     0.00      159     0.00     0.00  std::_List_iterator<Frm::Mesh*>::_List_iterator(std::_List_node_base*)
  0.00     30.14     0.00      156     0.00     0.00  GgafDx9Core::GgafDx9StringBoardActor::update(float, float, char const*)
  0.00     30.14     0.00      148     0.00     0.00  std::_Select1st<std::pair<std::string const, std::string> >::operator()(std::pair<std::string const, std::string> const&) const
  0.00     30.14     0.00      143     0.00     0.00  MyStg2nd::MyShip::move_WAY_FRONT()
  0.00     30.14     0.00      143     0.00     0.00  ogg_page_bos
  0.00     30.14     0.00      142     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafActor>::extract()
  0.00     30.14     0.00      139     0.00     0.00  GgafCore::GgafMainActor::extract()
  0.00     30.14     0.00      130     0.00     0.00  GgafDx9LibStg::LaserChipDispatcher::processReset()
  0.00     30.14     0.00      128     0.00     0.00  std::pair<std::string const, std::string>::~pair()
  0.00     30.14     0.00      128     0.00     0.00  std::enable_if<std::is_lvalue_reference<std::pair<std::string const, std::string> const&>::value, std::pair<std::string const, std::string> const&>::type std::forward<std::pair<std::string const, std::string> const&>(std::identity<std::pair<std::string const, std::string> const&>::type)
  0.00     30.14     0.00      128     0.00     0.00  std::enable_if<std::is_lvalue_reference<std::string&>::value, std::string&>::type std::forward<std::string&>(std::identity<std::string&>::type)
  0.00     30.14     0.00      127     0.00     0.00  MyStg2nd::MyShip::move_WAY_BEHIND()
  0.00     30.14     0.00      126     0.00     0.00  GgafDx9Core::GgafDx9GeometricScaler::intoTargetScaleLinerUntil(int, int, unsigned int)
  0.00     30.14     0.00      126     0.00     0.00  GgafCore::GgafProgress::GgafProgress(unsigned int*, int)
  0.00     30.14     0.00      126     0.00     0.00  GgafCore::GgafProgress::~GgafProgress()
  0.00     30.14     0.00      126     0.00     0.00  GgafCore::GgafProgress::~GgafProgress()
  0.00     30.14     0.00      125     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     30.14     0.00      122     0.00     0.00  ogg_page_eos
  0.00     30.14     0.00      121     0.00     0.00  GgafDx9Core::GgafDx9DrawableActor::setMaterialColor(float, float, float)
  0.00     30.14     0.00      120     0.00     0.00  GgafDx9LibStg::StraightLaserChip::~StraightLaserChip()
  0.00     30.14     0.00      120     0.00     0.00  _float32_unpack
  0.00     30.14     0.00      119     0.00     0.00  GgafDx9Core::GgafDx9AlphaCurtain::processClosing()
  0.00     30.14     0.00      119     0.00     0.00  MyStg2nd::MyStgUtil::resetEnemyStraightLaserChip001Status(GgafCore::GgafStatus*)
  0.00     30.14     0.00      118     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::end()
  0.00     30.14     0.00      117     0.00     0.00  GgafDx9LibStg::StraightLaserChip::StraightLaserChip(char const*, char const*)
  0.00     30.14     0.00      117     0.00     0.00  GgafCore::GgafScene::getLordActor()
  0.00     30.14     0.00      116     0.00     0.00  std::__detail::_Hashtable_iterator<std::pair<std::string const, std::string>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*, std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>**)
  0.00     30.14     0.00      116     0.00     0.00  std::enable_if<std::is_lvalue_reference<Frm::Material* const&>::value, Frm::Material* const&>::type std::forward<Frm::Material* const&>(std::identity<Frm::Material* const&>::type)
  0.00     30.14     0.00      115     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafActor>::useProgress(int)
  0.00     30.14     0.00      113     0.00     0.00  GgafDx9LibStg::ColliSphere::ColliSphere()
  0.00     30.14     0.00      113     0.00     0.00  GgafDx9LibStg::ColliSphere::~ColliSphere()
  0.00     30.14     0.00      113     0.00     0.00  GgafDx9LibStg::ColliSphere::~ColliSphere()
  0.00     30.14     0.00      112     0.00     0.00  MyStg2nd::MyTorpedoBlast::initialize()
  0.00     30.14     0.00      112     0.00     0.00  MyStg2nd::MyTorpedoBlast::MyTorpedoBlast(char const*)
  0.00     30.14     0.00      112     0.00     0.00  MyStg2nd::MyTorpedoBlast::~MyTorpedoBlast()
  0.00     30.14     0.00      112     0.00     0.00  MyStg2nd::MyTorpedoBlast::~MyTorpedoBlast()
  0.00     30.14     0.00      112     0.00     0.00  MyStg2nd::MyShot001::onActive()
  0.00     30.14     0.00      111     0.00     0.00  ogg_page_continued
  0.00     30.14     0.00      111     0.00     0.00  ogg_page_pageno
  0.00     30.14     0.00      111     0.00     0.00  ogg_page_version
  0.00     30.14     0.00      111     0.00     0.00  ogg_stream_pagein
  0.00     30.14     0.00      108     0.00     0.00  MyStg2nd::OptionMagic::processInvokeingBehavior()
  0.00     30.14     0.00      108     0.00     0.00  std::iterator_traits<unsigned long const*>::iterator_category std::__iterator_category<unsigned long const*>(unsigned long const* const&)
  0.00     30.14     0.00      105     0.00     0.00  GgafCore::GgafDummyActor::GgafDummyActor(char const*)
  0.00     30.14     0.00      105     0.00     0.00  GgafCore::GgafDummyActor::~GgafDummyActor()
  0.00     30.14     0.00      105     0.00     0.00  std::_List_iterator<Frm::Bone*>::_List_iterator(std::_List_node_base*)
  0.00     30.14     0.00      104     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00     30.14     0.00      102     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::end()
  0.00     30.14     0.00      101     0.00     0.00  GgafCore::GgafGroupActor::initialize()
  0.00     30.14     0.00      101     0.00     0.00  GgafCore::GgafGroupActor::GgafGroupActor(unsigned int)
  0.00     30.14     0.00      101     0.00     0.00  GgafCore::GgafGroupActor::~GgafGroupActor()
  0.00     30.14     0.00      101     0.00     0.00  GgafCore::GgafGroupActor::~GgafGroupActor()
  0.00     30.14     0.00      101     0.00     0.00  GgafCore::GgafUtil::strbin(unsigned int, char*, int)
  0.00     30.14     0.00      101     0.00     0.00  MyStg2nd::OptionMagic::processExpiringBehavior()
  0.00     30.14     0.00      100     0.00     0.00  MyStg2nd::Shot004::onActive()
  0.00     30.14     0.00       98     0.00     0.00  GgafDx9Core::CWaveDecorder::GetWaveSize()
  0.00     30.14     0.00       96     0.00     0.00  void std::advance<unsigned long const*, int>(unsigned long const*&, int)
  0.00     30.14     0.00       96     0.00     0.00  void std::__advance<unsigned long const*, int>(unsigned long const*&, int, std::random_access_iterator_tag)
  0.00     30.14     0.00       96     0.00     0.00  ov_time_seek_page_lap
  0.00     30.14     0.00       92     0.00     0.00  std::enable_if<std::is_lvalue_reference<Frm::Mesh* const&>::value, Frm::Mesh* const&>::type std::forward<Frm::Mesh* const&>(std::identity<Frm::Mesh* const&>::type)
  0.00     30.14     0.00       89     0.00     0.00  GgafCore::GgafDummyActor::initialize()
  0.00     30.14     0.00       88     0.00     0.00  GgafCore::GgafActorDispatcher::GgafActorDispatcher(char const*)
  0.00     30.14     0.00       81     0.00     0.00  MyStg2nd::EnemyThalia::onHit(GgafCore::GgafActor*)
  0.00     30.14     0.00       81     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> const*, unsigned int) const
  0.00     30.14     0.00       80     0.00     0.00  MyStg2nd::MyShip::WaySwitch::ON_DOWN(MyStg2nd::Switch, MyStg2nd::Switch, MyStg2nd::Switch)
  0.00     30.14     0.00       80     0.00     0.00  MyStg2nd::MyShip::WaySwitch::ON_LEFT(MyStg2nd::Switch, MyStg2nd::Switch, MyStg2nd::Switch)
  0.00     30.14     0.00       80     0.00     0.00  MyStg2nd::MyShip::WaySwitch::OFF_DOWN()
  0.00     30.14     0.00       80     0.00     0.00  MyStg2nd::MyShip::WaySwitch::OFF_LEFT()
  0.00     30.14     0.00       79     0.00     0.00  MyStg2nd::MyShip::WaySwitch::ON_UP(MyStg2nd::Switch, MyStg2nd::Switch, MyStg2nd::Switch)
  0.00     30.14     0.00       79     0.00     0.00  MyStg2nd::MyShip::WaySwitch::OFF_UP()
  0.00     30.14     0.00       76     0.00     0.00  std::enable_if<std::is_lvalue_reference<Frm::Bone* const&>::value, Frm::Bone* const&>::type std::forward<Frm::Bone* const&>(std::identity<Frm::Bone* const&>::type)
  0.00     30.14     0.00       72     0.00     0.00  std::_List_const_iterator<Frm::Mesh*>::operator!=(std::_List_const_iterator<Frm::Mesh*> const&) const
  0.00     30.14     0.00       72     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::end()
  0.00     30.14     0.00       69     0.00     0.00  MyStg2nd::MyShip::WaySwitch::ON_RIGHT(MyStg2nd::Switch, MyStg2nd::Switch, MyStg2nd::Switch)
  0.00     30.14     0.00       69     0.00     0.00  MyStg2nd::MyShip::WaySwitch::OFF_RIGHT()
  0.00     30.14     0.00       68     0.00     0.00  GgafCore::GgafGarbageBox::add(GgafCore::GgafActor*)
  0.00     30.14     0.00       68     0.00     0.00  std::_List_iterator<Frm::Material*>::operator!=(std::_List_iterator<Frm::Material*> const&) const
  0.00     30.14     0.00       68     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::empty() const
  0.00     30.14     0.00       66     0.00     0.00  GgafDx9LibStg::LaserChipDispatcher::~LaserChipDispatcher()
  0.00     30.14     0.00       66     0.00     0.00  GgafDx9LibStg::LaserChipDispatcher::~LaserChipDispatcher()
  0.00     30.14     0.00       66     0.00     0.00  GgafCore::GgafActorDispatcher::~GgafActorDispatcher()
  0.00     30.14     0.00       65     0.00     0.00  GgafDx9LibStg::LaserChipDispatcher::config(int, unsigned int, GgafDx9Core::GgafDx9DrawableActor*)
  0.00     30.14     0.00       65     0.00     0.00  GgafDx9LibStg::LaserChipDispatcher::LaserChipDispatcher(char const*)
  0.00     30.14     0.00       65     0.00     0.00  std::__detail::_Map_base<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, true, std::_Hashtable<std::string, std::pair<std::string const, std::string>, std::allocator<std::pair<std::string const, std::string> >, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true> >::operator[](std::string const&)
  0.00     30.14     0.00       64     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> >::deallocate(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*, unsigned int)
  0.00     30.14     0.00       64     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> >::destroy(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*)
  0.00     30.14     0.00       64     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> >::allocate(unsigned int, void const*)
  0.00     30.14     0.00       64     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> >::construct<std::pair<std::string const, std::string> const&>(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*, std::pair<std::string const, std::string> const&&&)
  0.00     30.14     0.00       64     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> >::max_size() const
  0.00     30.14     0.00       64     0.00     0.00  std::__detail::_Hash_code_base<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*, unsigned int) const
  0.00     30.14     0.00       64     0.00     0.00  std::_Hashtable<std::string, std::pair<std::string const, std::string>, std::allocator<std::pair<std::string const, std::string> >, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<std::string const, std::string> const&)
  0.00     30.14     0.00       64     0.00     0.00  std::_Hashtable<std::string, std::pair<std::string const, std::string>, std::allocator<std::pair<std::string const, std::string> >, std::_Select1st<std::pair<std::string const, std::string> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<std::string const, std::string> const&, unsigned int, unsigned int)
